signal_ts_ns,fill_ts_ns,direction,qty,buy_venue,sell_venue,buy_vwap,sell_vwap,expected_pnl,realized_pnl,edge_decay,status
5776053610,5782546271,binance->coinbase,0.25,binance,coinbase,29425.521578174932,29434.015389599703,1.091066652779773,-2.2912247616759487,3.3822914144557217,FILLED
5828921120,5834721489,coinbase->binance,0.25,coinbase,binance,29449.540251376613,29441.264113052974,1.4595359063032447,-6.486051811700236,7.94558771800348,FILLED
5891935543,5897549334,binance->coinbase,0.25,binance,coinbase,29618.147168643394,29620.09843738973,3.719119402432625,-3.9551000155870497,7.674219418019675,FILLED
5948995542,5954965195,coinbase->binance,0.25,coinbase,binance,29644.71371070357,29642.32593793293,0.9885358518877183,-5.04353086062747,6.0320667125151886,FILLED
5949124947,5954965195,coinbase->binance,0.25,coinbase,binance,29644.71371070357,29642.32593793293,1.0206059988959169,-5.04353086062747,6.064136859523387,FILLED
6031951613,6039188995,binance->coinbase,0.25,binance,coinbase,29582.988454585524,29584.59505687168,1.4699066724097065,-4.035958356877018,5.505865029286724,FILLED
6156336698,6161492898,coinbase->binance,0.25,coinbase,binance,29594.687016896707,29589.332668864277,1.4973985844162598,-5.77752234323998,7.27492092765624,FILLED
6170692245,6176491302,binance->coinbase,0.25,binance,coinbase,29601.232644673302,29598.196755361507,1.5639690366742798,-5.1988536357184785,6.762822672392758,FILLED
6244989876,6250836981,binance->coinbase,0.25,binance,coinbase,29622.733575705588,29621.126926722667,2.5789961663804206,-4.84491161718779,7.423907783568211,FILLED
6441935459,6447916206,coinbase->binance,0.25,coinbase,binance,29779.84797774634,29774.30417611176,1.2624534524320552,-5.852650415225071,7.115103867657126,FILLED
6447605371,6453734505,coinbase->binance,0.25,coinbase,binance,29792.582404748824,29789.91878495221,1.094251916036228,-5.134659128876592,6.22891104491282,FILLED
6468204995,6473930728,binance->coinbase,0.25,binance,coinbase,29850.827357112856,29847.879573712264,2.871984164367859,-5.214275175374496,8.086259339742355,FILLED
6499867080,6507988988,binance->coinbase,0.25,binance,coinbase,29852.754392491304,29855.831282714633,1.5416140663282931,-3.70899829206337,5.250612358391663,FILLED
6665380703,6671677954,coinbase->binance,0.25,coinbase,binance,29731.770400724316,29730.273763783534,1.1401738746608316,-4.833849963456487,5.9740238381173185,FILLED
6689809762,6696350034,binance->coinbase,0.25,binance,coinbase,29724.103506446616,29704.390448036083,0.81529384678106,-9.384908822758916,10.200202669539976,FILLED
6949564737,6955031956,coinbase->binance,0.25,coinbase,binance,29710.960450361858,29710.204531935768,1.7910401763047048,-4.6455858781555435,6.436626054460248,FILLED
7008445223,7014607221,coinbase->binance,0.25,coinbase,binance,29661.710299495728,29657.1967557016,1.5637511903742052,-5.577416816267032,7.141168006641237,FILLED
7139226871,7144836996,binance->coinbase,0.25,binance,coinbase,29793.19968628729,29810.002130449782,1.1245752505801647,-0.27004915673660435,1.394624407316769,FILLED
7321773446,7328024050,coinbase->binance,0.25,coinbase,binance,29831.378921075615,29849.265168770922,1.806251215827615,-0.004039226719214639,1.8102904425468296,FILLED
7378640522,7384368063,binance->coinbase,0.25,binance,coinbase,29823.348567702,29820.538397424145,2.968359453931953,-5.175763837591148,8.144123291523101,FILLED
7451595149,7457894363,coinbase->binance,0.25,coinbase,binance,29750.062489429703,29730.660226769225,1.516093809152153,-9.3121049254014,10.828198734553553,FILLED
7537651173,7544494855,coinbase->binance,0.25,coinbase,binance,29649.477652299152,29631.853173243628,2.371905281450381,-8.852660187773836,11.224565469224217,FILLED
7539495396,7546213118,coinbase->binance,0.25,coinbase,binance,29649.597036454874,29631.853173243628,3.739619685499747,-8.882518165119109,12.622137850618856,FILLED
7830632314,7836095962,binance->coinbase,0.25,binance,coinbase,29513.715702134836,29510.2620309141,2.5668127214939886,-5.29012979338313,7.856942514877119,FILLED
7843345957,7849023383,coinbase->binance,0.25,coinbase,binance,29501.154160248057,29499.6054956524,1.2660553939094825,-4.812261839722851,6.078317233632333,FILLED
7915253110,7921066400,coinbase->binance,0.25,coinbase,binance,29428.608791034367,29425.16623050261,0.8188817888012636,-5.274759323567196,6.093641112368459,FILLED
8017559185,8023431629,coinbase->binance,0.25,coinbase,binance,29407.690876251563,29409.598982489668,0.9171310281590195,-3.934222477223557,4.851353505382576,FILLED
8092067360,8098142327,binance->coinbase,0.25,binance,coinbase,29533.0205521861,29528.66578457363,4.684450236568409,-5.518209509184089,10.202659745752499,FILLED
8092289108,8098142327,binance->coinbase,0.25,binance,coinbase,29533.0205521861,29528.66578457363,5.9343845788243925,-5.518209509184089,11.452594088008482,FILLED
8273436165,8280667693,coinbase->binance,0.25,coinbase,binance,29524.40803314806,29528.499448165512,1.3134776668211998,-3.406012021360766,4.719489688181966,FILLED
8388777885,8394368129,binance->coinbase,0.25,binance,coinbase,29520.82352947807,29517.671881489212,1.1800825137397624,-5.215720361837157,6.395802875576919,FILLED
8615978601,8622341319,binance->coinbase,0.25,binance,coinbase,29613.488410050024,29600.181162963658,2.428662319889554,-7.767504308390016,10.19616662827957,FILLED
8745551989,8751140887,coinbase->binance,0.25,coinbase,binance,29594.224744216346,29582.787434235095,2.1900192383554895,-7.297889341445625,9.487908579801115,FILLED
8774018377,8780177652,coinbase->binance,0.25,coinbase,binance,29587.77612252358,29585.709834359575,0.9463597624171598,-4.954635144971689,5.900994907388849,FILLED
8775835617,8781332002,coinbase->binance,0.25,coinbase,binance,29593.030478548382,29585.282906518103,1.3079064801004279,-6.37546020075024,7.683366680850668,FILLED
8865595051,8871955851,coinbase->binance,0.25,coinbase,binance,29638.37568489875,29635.057373944866,1.4055438574132495,-5.275168175658109,6.680712033071359,FILLED
8987874193,8993963222,coinbase->binance,0.25,coinbase,binance,29554.02921292818,29538.96391749998,1.1747935758321546,-8.198674974218193,9.373468550050347,FILLED
9023990382,9030353466,coinbase->binance,0.25,coinbase,binance,29564.19871693786,29560.220963182754,1.9297094552293856,-5.428869358628617,7.358578813858003,FILLED
9032400496,9039195391,coinbase->binance,0.25,coinbase,binance,29607.790655366796,29614.51943301656,4.28878506307683,-2.759310624745922,7.048095687822752,FILLED
9048076582,9054479295,binance->coinbase,0.25,binance,coinbase,29623.193408970183,29621.7595429709,4.573414780707935,-4.801802124566166,9.375216905274101,FILLED
9116841480,9122796838,coinbase->binance,0.25,coinbase,binance,29534.125120370823,29552.44230598796,1.4229449916192607,0.14826177694703802,1.2746832146722227,FILLED
9123670731,9130240639,coinbase->binance,0.25,coinbase,binance,29541.71622398349,29527.166495446734,0.922853310427854,-8.067962081359838,8.990815391787692,FILLED
9192546039,9198219330,coinbase->binance,0.25,coinbase,binance,29533.484640201386,29515.84722253632,1.005333318472367,-8.838495241414421,9.843828559886788,FILLED
9193159882,9199842922,coinbase->binance,0.25,coinbase,binance,29533.484640201386,29545.488640643907,1.1383224648816395,-1.4296227854229073,2.567945250304547,FILLED
9209466214,9216913026,binance->coinbase,0.25,binance,coinbase,29530.07942428237,29517.256409915284,1.135078043372232,-7.633983203976641,8.769061247348873,FILLED
9250342098,9255704876,coinbase->binance,0.25,coinbase,binance,29516.556157809646,29512.085618113106,0.8447345201384451,-5.544894820822265,6.38962934096071,FILLED
9280945162,9287005250,binance->coinbase,0.25,binance,coinbase,29453.91089302533,29450.36617263794,1.6184518376167034,-5.303912258763376,6.922364096380079,FILLED
9324731824,9333268909,binance->coinbase,0.25,binance,coinbase,29370.274771039392,29357.61743130923,2.0980086164727254,-7.568610414223258,9.666619030695983,FILLED
9365972762,9371443893,binance->coinbase,0.25,binance,coinbase,29309.140888908612,29305.078321337955,1.5495213888843864,-5.411606769243917,6.961128158128304,FILLED
9480665386,9486538829,binance->coinbase,0.25,binance,coinbase,29289.32913384474,29282.542646259528,1.605846106064746,-6.089342617621696,7.695188723686442,FILLED
9500930725,9506720790,binance->coinbase,0.25,binance,coinbase,29258.05545793923,29253.452981815713,1.0532194344468735,-5.538867101957294,6.592086536404167,FILLED
9516296078,9522182851,binance->coinbase,0.25,binance,coinbase,29242.178405372175,29239.664677504716,2.038480996036924,-5.01450735488379,7.052988350920714,FILLED
9517325421,9523416100,binance->coinbase,0.25,binance,coinbase,29238.27568776422,29239.664677504716,1.3662871265323702,-4.038632817015241,5.404919943547611,FILLED
9551946188,9557643384,coinbase->binance,0.25,coinbase,binance,29246.873067274275,29244.81004158505,2.873478996400081,-4.902684231113199,7.77616322751328,FILLED
9553138332,9558521980,coinbase->binance,0.25,coinbase,binance,29241.741898590517,29236.368371476747,2.893935208201583,-5.729374386874952,8.623309595076535,FILLED
9567382407,9573234658,coinbase->binance,0.25,coinbase,binance,29187.305972746257,29188.16491065128,1.2691409065973858,-4.163404366550822,5.432545273148207,FILLED
9603723806,9609960455,binance->coinbase,0.25,binance,coinbase,29234.321548853855,29241.296996341334,1.544100216935476,-2.641983905206871,4.186084122142347,FILLED
9607707978,9614325956,binance->coinbase,0.25,binance,coinbase,29246.101257939772,29243.120898592177,0.8626431136326573,-5.131706989654958,5.994350103287616,FILLED
9627408885,9633171861,coinbase->binance,0.25,coinbase,binance,29307.65276660287,29306.92125270035,1.1697289278845346,-4.57898981492508,5.748718742809615,FILLED
9675186268,9681901662,binance->coinbase,0.25,binance,coinbase,29346.87751375697,29346.372349515364,1.7087736494313503,-4.528272171040953,6.237045820472304,FILLED
9759225755,9765141756,binance->coinbase,0.25,binance,coinbase,29401.40379241798,29384.614057713632,2.290349532885557,-8.605965271479363,10.89631480436492,FILLED
9812445535,9817977487,coinbase->binance,0.25,coinbase,binance,29298.759690463896,29299.19994142888,1.8925542005254101,-4.284773224871969,6.17732742539738,FILLED
9880655185,9886802044,binance->coinbase,0.25,binance,coinbase,29201.22351000082,29199.079147330714,1.5771504766025828,-4.916059757759285,6.493210234361868,FILLED
9919819420,9926116970,coinbase->binance,0.25,coinbase,binance,29222.680020567936,29218.921717791472,1.8622195114894566,-5.322789782061591,7.1850092935510474,FILLED
9957490653,9964024009,binance->coinbase,0.25,binance,coinbase,29211.0771732217,29212.66252636168,2.324110843767812,-3.9854818263020206,6.309592670069833,FILLED
9958884381,9964469471,coinbase->binance,0.25,coinbase,binance,29224.920470248682,29217.8041703316,1.1462521910370924,-6.162457234811882,7.308709425848974,FILLED
10008806181,10014686348,coinbase->binance,0.25,coinbase,binance,29244.21276807008,29247.176292888595,1.6839951090432805,-3.645898886822579,5.329893995865859,FILLED
10062865007,10068528647,coinbase->binance,0.25,coinbase,binance,29187.431222581163,29182.004799703176,0.9869163755402042,-5.734449081739513,6.721365457279717,FILLED
10077800612,10083008214,binance->coinbase,0.25,binance,coinbase,29197.492608018118,29177.748658210643,0.9738250867130773,-9.313636948090789,10.287462034803866,FILLED
10079011151,10084926944,binance->coinbase,0.25,binance,coinbase,29191.86690555987,29187.815114406432,0.9178874916160566,-5.391322645078617,6.309210136694674,FILLED
10089531109,10095127934,coinbase->binance,0.25,coinbase,binance,29156.03690913105,29153.55510917773,2.004492334954193,-4.993731434701658,6.998223769655851,FILLED
10125340074,10132372353,binance->coinbase,0.25,binance,coinbase,29143.76557229244,29138.35206273842,1.3182980176970887,-5.724400873393279,7.042698891090367,FILLED
10278205284,10284031915,binance->coinbase,0.25,binance,coinbase,29114.971917448413,29111.383898770295,0.8905978627108198,-5.263891655278712,6.154489517989532,FILLED
10352223132,10358993569,coinbase->binance,0.25,coinbase,binance,29087.59267280818,29074.463728693878,2.2656335841711552,-7.644718482290955,9.91035206646211,FILLED
10355972140,10362745093,coinbase->binance,0.25,coinbase,binance,29083.62779714127,29093.789430116456,1.9954610960267019,-1.82264400742406,3.818105103450762,FILLED
10383670142,10389450264,coinbase->binance,0.25,coinbase,binance,29074.840659490586,29071.60996653919,1.1730223817967271,-5.168737802125179,6.341760183921906,FILLED
10465486318,10470882270,binance->coinbase,0.25,binance,coinbase,29075.678946242555,29072.65107844788,0.884182961449369,-5.118016003825687,6.002198965275056,FILLED
10508023543,10514097811,binance->coinbase,0.25,binance,coinbase,29132.160897218448,29132.145285195187,1.1413086223783466,-4.373725579195707,5.515034201574053,FILLED
10514856805,10521259953,binance->coinbase,0.25,binance,coinbase,29106.268922368086,29104.836815823004,2.2553626586268365,-4.723823763971268,6.979186422598104,FILLED
